(HH:MM:SS),(s),(YYYY-MM-DDTHH:MM:SS) (UTC date time format),(YYYY-MM-DDTHH:MM:SS) (Local date time format),(L*min^-1),(L),(C),(C),(C),(C),(C),(hPa),(hPa),(Pa),(%),(g*L^-1),(integer),(integer),(V),(g*min^-1),(V),(integer),(%),(#),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(um),(um),(ug),(-),(decimalDegree),(decimalDegree),(m),(integer),(m*s^-1),(-),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(%),(%),(%),(%),(%),(%),(#),(s),(s),(s),(s),(s),(s)
SampleTime,UnixTime,DateTimeUTC,DateTimeLocal,VolumetricFlowRate,SampledVolume,AtmoT,PumpT,FdpT,BattT,AccelT,AtmoP,PumpP,FdPdP,PumpRH,AtmoRho,PumpPow1,PumpPow2,PumpV,MassFlow,BFGvolt,BFGenergy,SOC,PMMeasCnt,PM1MC,PM1MCVar,PM2_5MC,PM2_5MCVar,PM4MC,PM4MCVar,PM10MC,PM10MCVar,PM0_5NC,PM0_5NCVar,PM1NC,PM1NCVar,PM2_5NC,PM2_5NCVar,PM4NC,PM4NCVar,PM10NC,PM10NCVar,PMtypicalParticleSize,PMtypicalParticleSizeVar,PM2_5SampledMass,GPSQual,GPSlat,GPSlon,GPSalt,GPSsat,GPSspeed,GPShDOP,AccelX,AccelXVar,AccelXMin,AccelXMax,AccelY,AccelYVar,AccelYMin,AccelYMax,AccelZ,AccelZVar,AccelZMin,AccelZMax,RotX,RotXVar,RotXMin,RotXMax,RotY,RotYVar,RotYMin,RotYMax,RotZ,RotZVar,RotZMin,RotZMax,Xup,XDown,Yup,Ydown,Zup,Zdown,StepCount,FLOWCTL,GPSRT,SD_DATAW,SD_HEADW,TPumpsOFF,TPumpsON
45:23:23,1701246450,2023-11-29T08:27:30,2023-11-29T10:27:30,0.995,2720.51,43.48,40.68,44.89,40.48,44.92,865.79,856.35,520.450012,22.93,0.9337,367,0,11.392,0.92918,3.94,46962,85,30.0,5.64,0.01,7.21,0.08,8.27,0.21,8.79,0.3,35.15,0.27,43.23,0.36,44.75,0.5,45.05,0.55,45.05,0.55,0.66,0.0,448.7293,0.0,-1.994064,30.747515,1350.7,12.0,0.04626,0.7,282.1,3262.5,153,366,169.4,8657.4,51,402,697.1,489.7,642,755,-128.7,12817274.0,-9345,8312,1542.8,18240838.0,-6177,12836,-228.6,22519456.0,-8986,9485,0.0,0.0,0.0,0.0,0.0,100.0,0,0.225923,0.092204,0.083655,0.039438,0.0,30.0
45:23:53,1701246480,2023-11-29T08:28:00,2023-11-29T10:28:00,0.995,2721.0,43.27,40.64,44.75,40.48,44.29,865.66,856.58,518.666687,25.22,0.9339,367,0,11.392,0.9301,3.94,46947,85,30.0,10.09,22.07,12.34,31.88,13.75,38.78,14.45,42.44,64.38,915.37,78.09,1332.37,80.18,1396.12,80.6,1408.75,80.6,1408.75,0.69,0.0,448.7342,0.0,-1.994066,30.74748,1354.1,12.0,0.091492,0.6,279.7,23032.8,148,741,21.6,85339.3,-821,268,640.9,21117.2,242,749,-792.2,93671640.0,-22977,18130,1817.3,81158984.0,-16870,29277,1172.6,113246144.0,-16703,29767,0.0,6.7,10.0,0.0,0.0,83.3,0,0.226069,0.135353,0.083574,0.039503,0.0,30.0
45:24:23,1701246510,2023-11-29T08:28:30,2023-11-29T10:28:30,0.995,2721.5,43.04,40.62,44.53,40.48,44.46,865.66,856.77,518.93335,26.0,0.9346,367,0,11.392,0.92941,3.94,46933,85,30.0,12.6,46.7,16.93,99.4,20.0,151.75,21.51,181.64,76.43,1564.07,95.54,2587.52,99.83,2918.37,100.71,2988.84,100.71,2988.84,0.75,0.0,448.7415,0.0,-1.994061,30.747452,1352.6,12.0,0.0514,0.7,297.5,18834.5,162,766,32.0,83424.6,-983,291,640.2,8957.5,350,708,1223.5,277074688.0,-46891,55527,1223.5,162703744.0,-30660,46926,-1961.3,199365552.0,-51423,40145,0.0,6.7,6.7,0.0,0.0,86.7,0,0.234722,0.179896,0.091991,0.038524,0.0,30.0
45:24:53,1701246540,2023-11-29T08:29:00,2023-11-29T10:29:00,0.993,2722.0,42.86,40.57,44.19,40.48,44.15,865.61,857.07,519.700012,30.12,0.9341,366,0,11.405,0.93055,3.94,46918,85,30.0,14.33,14.03,23.37,33.4,30.34,54.72,33.76,67.33,76.33,449.64,103.41,761.89,112.8,874.1,114.74,898.51,114.74,898.51,0.87,0.0,448.7515,0.0,-1.994037,30.747519,1343.0,12.0,0.090978,0.6,314.2,15180.3,136,745,3.7,61531.0,-698,305,611.6,13794.9,201,697,-1290.9,160780304.0,-40127,30038,1659.5,56375744.0,-22076,22522,-2376.2,117429904.0,-37082,20151,0.0,6.7,6.7,0.0,0.0,86.7,0,0.227466,0.072396,0.083552,0.038511,0.0,30.0
45:25:23,1701246570,2023-11-29T08:29:30,2023-11-29T10:29:30,0.997,2722.5,42.7,40.53,43.96,40.48,44.16,865.61,857.13,523.833313,24.63,0.9366,366,0,11.405,0.93261,3.94,46903,85,30.0,11.16,4.82,19.88,15.17,26.73,27.34,30.09,34.63,55.07,118.81,78.34,238.78,87.5,296.94,89.4,309.84,89.4,309.84,0.9,0.0,448.7623,0.0,-1.994051,30.747486,1336.7,12.0,0.066306,0.6,308.3,12378.0,173,625,69.9,78579.3,-809,309,600.2,12633.8,239,671,-864.5,80424376.0,-25655,20772,1058.0,33276482.0,-15855,13300,-141.3,86002344.0,-23966,23747,0.0,3.3,6.7,0.0,0.0,90.0,0,0.22762,0.119356,0.083523,0.038497,0.0,30.0
45:25:53,1701246600,2023-11-29T08:30:00,2023-11-29T10:30:00,0.994,2723.0,42.63,40.53,43.94,40.48,44.03,865.74,857.18,517.516663,26.83,0.9362,365,0,11.418,0.93307,3.94,46888,85,30.0,6.72,0.36,11.16,1.89,14.6,3.99,16.29,5.31,35.25,4.83,48.21,14.75,52.83,21.74,53.79,23.38,53.79,23.38,0.82,0.0,448.77,0.0,-1.994082,30.747486,1346.6,12.0,0.200974,0.6,313.7,3257.8,211,494,99.7,12080.8,-346,296,636.3,857.3,556,680,901.1,54780180.0,-13335,19118,655.1,49381200.0,-16765,17456,2126.5,129861008.0,-13956,37266,0.0,0.0,0.0,0.0,0.0,100.0,0,0.226858,0.169864,0.083605,0.039442,0.0,30.0
45:26:23,1701246630,2023-11-29T08:30:30,2023-11-29T10:30:30,0.997,2723.49,42.61,40.43,43.88,40.48,43.75,865.61,857.09,522.266663,24.98,0.9368,365,0,11.418,0.9333,3.94,46873,85,30.0,5.49,0.04,8.31,0.21,10.43,0.46,11.47,0.62,30.9,0.45,40.44,1.43,43.33,2.17,43.92,2.34,43.92,2.34,0.78,0.0,448.7749,0.0,-1.994087,30.747452,1352.1,12.0,0.13621,0.7,405.9,20983.3,244,723,-333.8,145478.8,-827,169,403.5,78711.8,-93,666,-2764.5,198563536.0,-44441,24482,-152.3,42121468.0,-12967,19722,-2913.7,137827328.0,-47818,15452,0.0,3.3,43.3,0.0,0.0,53.3,0,0.227734,0.074472,0.085241,0.03948,0.0,30.0
45:26:53,1701246660,2023-11-29T08:31:00,2023-11-29T10:31:00,0.996,2723.99,42.62,40.4,43.92,39.9,44.08,865.59,856.99,519.56665,28.34,0.9354,365,0,11.417,0.93284,3.94,46858,85,30.0,10.85,47.35,16.51,101.26,20.79,154.7,22.89,185.17,60.86,1577.1,79.83,2618.46,85.64,2958.14,86.84,3030.48,86.84,3030.48,0.82,0.0,448.7811,0.0,-1.994071,30.747404,1349.1,12.0,0.280644,0.7,403.8,4916.2,310,579,36.5,104391.8,-771,281,532.6,43847.6,-80,642,152.0,46155448.0,-12180,16362,846.4,27526234.0,-17561,10045,9.1,78711744.0,-13938,20641,0.0,3.3,13.3,0.0,0.0,83.3,0,0.234665,0.099772,0.091974,0.039467,0.0,30.0
45:27:23,1701246690,2023-11-29T08:31:30,2023-11-29T10:31:30,0.997,2724.49,42.61,40.39,43.94,39.9,43.87,865.65,857.05,523.549988,28.53,0.9355,365,0,11.416,0.93307,3.94,46843,85,30.0,8.91,34.26,14.04,85.29,17.95,139.69,19.88,171.33,48.76,1023.52,64.96,1818.42,70.26,2128.37,71.35,2195.45,71.35,2195.45,0.82,0.0,448.7887,0.0,-1.994105,30.747433,1348.8,12.0,0.111024,0.6,376.2,10974.1,226,634,85.7,170965.6,-738,464,524.2,18325.4,102,683,1078.7,165036544.0,-33923,37406,313.3,192800464.0,-52088,38447,1211.9,135239904.0,-14140,40591,0.0,3.3,20.0,0.0,0.0,76.7,0,0.227561,0.324607,0.083647,0.039515,0.0,30.0
45:27:53,1701246720,2023-11-29T08:32:00,2023-11-29T10:32:00,0.998,2724.99,42.6,40.38,44.01,39.9,44.02,865.59,856.94,523.266663,25.4,0.9365,365,0,11.416,0.93467,3.94,46828,85,30.0,9.82,2.81,16.43,8.05,21.56,14.03,24.07,17.58,51.27,75.92,70.37,143.72,77.26,173.88,78.69,180.51,78.69,180.51,0.85,0.0,448.7963,0.0,-1.994153,30.747395,1347.9,12.0,0.13878,0.6,280.8,1139.9,174,345,194.1,14009.7,57,389,631.0,872.7,581,692,-2674.5,75576904.0,-26591,12678,491.5,39499848.0,-5652,29671,-1997.2,57311796.0,-17403,12573,0.0,0.0,0.0,0.0,0.0,100.0,0,0.227741,0.035812,0.083723,0.0394,0.0,30.0
45:28:23,1701246750,2023-11-29T08:32:30,2023-11-29T10:32:30,0.995,2725.49,42.54,40.42,44.04,39.9,43.83,865.61,857.2,520.083313,30.54,0.9352,365,0,11.416,0.93147,3.94,46814,85,30.0,13.38,28.58,22.34,83.47,29.29,146.42,32.7,183.85,69.92,754.91,95.88,1449.45,105.22,1764.71,107.16,1834.12,107.16,1834.12,0.86,0.0,448.8059,0.0,-1.994177,30.747337,1339.6,12.0,0.22616,0.6,354.9,18880.3,188,699,-25.5,94618.3,-724,261,561.5,21377.4,197,672,-1099.9,203418784.0,-29951,36723,1604.0,90720616.0,-14638,36295,-2571.9,121576432.0,-29067,17325,0.0,10.0,10.0,0.0,0.0,80.0,0,0.225856,0.099494,0.08353,0.03852,0.0,30.0
45:28:53,1701246780,2023-11-29T08:33:00,2023-11-29T10:33:00,0.998,2725.98,42.6,40.43,43.92,39.9,44.21,865.65,857.04,523.900024,30.71,0.9347,365,0,11.416,0.93101,3.94,46799,85,30.0,9.89,2.09,16.66,7.62,21.91,14.49,24.5,18.67,51.34,44.29,70.71,98.22,77.77,127.7,79.24,134.33,79.24,134.33,0.84,0.0,448.8156,0.0,-1.994141,30.747324,1343.5,12.0,0.191208,0.7,191.0,20124.6,64,508,94.7,145350.3,-785,324,585.1,26660.1,171,690,-1248.6,74734840.0,-31605,9030,3.7,38766284.0,-17963,8872,772.9,49218492.0,-8295,24920,0.0,0.0,16.7,0.0,0.0,83.3,0,0.269168,0.145929,0.124641,0.038533,0.0,30.0
45:29:23,1701246810,2023-11-29T08:33:30,2023-11-29T10:33:30,0.996,2726.48,42.72,40.45,44.15,39.9,44.32,865.61,856.95,528.0,31.07,0.9341,365,0,11.417,0.93078,3.94,46784,85,30.0,9.8,4.22,15.54,11.73,19.92,20.24,22.08,25.28,53.36,117.32,71.3,217.93,77.23,261.35,78.46,270.87,78.46,270.87,0.83,0.0,448.8236,0.0,-1.994141,30.747324,1343.5,12.0,0.19275,0.7,294.0,20390.4,111,657,-34.7,295647.9,-879,506,460.4,51600.3,48,679,2404.5,73500768.0,-14770,29680,1887.2,64849796.0,-18786,17850,-2317.5,93615416.0,-35000,18173,0.0,3.3,30.0,0.0,0.0,66.7,0,0.226245,0.129721,0.08359,0.038454,0.0,30.0
45:29:53,1701246840,2023-11-29T08:34:00,2023-11-29T10:34:00,0.997,2726.98,42.86,40.49,44.38,39.9,44.54,865.66,856.76,529.299988,27.97,0.9345,365,0,11.417,0.93055,3.93,46769,85,30.0,9.8,0.55,16.79,1.9,22.23,3.59,24.91,4.62,50.11,13.03,69.68,26.74,76.99,33.81,78.5,35.4,78.5,35.4,0.89,0.0,448.8317,0.0,-1.994113,30.747393,1348.0,12.0,0.207656,0.7,188.6,13562.3,16,633,136.5,72693.6,-871,511,656.0,6022.8,293,759,-1254.7,277006688.0,-29653,75118,1422.7,248573728.0,-10981,81392,-1890.8,85304824.0,-32506,18173,0.0,3.3,0.0,0.0,0.0,96.7,0,0.226417,0.18576,0.083599,0.038415,0.0,30.0
45:30:23,1701246870,2023-11-29T08:34:30,2023-11-29T10:34:30,0.997,2727.48,43.05,40.52,44.63,40.48,44.79,865.55,856.57,526.75,29.99,0.9329,365,0,11.417,0.92987,3.93,46754,85,30.0,13.44,145.89,23.04,441.42,30.53,784.54,34.21,989.27,68.71,3727.69,95.58,7312.9,105.61,8993.65,107.7,9364.89,107.7,9364.89,0.88,0.0,448.8416,0.0,-1.99402,30.747347,1348.2,12.0,0.393724,1.1,242.3,11587.2,80,599,-73.3,177729.0,-815,348,576.6,25904.2,199,694,1222.7,263272016.0,-44170,58170,-2083.1,96407072.0,-32313,17535,880.4,143457168.0,-27405,32611,0.0,3.3,23.3,0.0,0.0,73.3,0,0.226521,0.067822,0.083547,0.038366,0.0,30.0
45:30:53,1701246900,2023-11-29T08:35:00,2023-11-29T10:35:00,0.997,2727.98,43.21,40.55,44.86,40.48,44.64,865.58,856.4,529.299988,29.47,0.9323,365,0,11.418,0.92987,3.93,46739,85,30.0,61.1,6518.43,137.51,34819.33,199.31,74339.67,229.69,99210.23,227.45,84841.62,392.19,263055.81,473.75,390885.06,490.82,420928.75,490.82,420928.75,1.09,0.03,448.8816,0.0,-1.994113,30.747335,1351.3,12.0,0.112566,0.8,348.8,12964.2,205,576,-7.5,159809.0,-812,454,577.7,19470.7,295,700,1444.3,137564144.0,-25541,35262,258.8,111140040.0,-27291,33048,-476.4,137304944.0,-48335,23581,0.0,3.3,23.3,0.0,0.0,73.3,0,0.22795,0.138209,0.083725,0.038408,0.0,30.0
45:31:23,1701246930,2023-11-29T08:35:30,2023-11-29T10:35:30,0.998,2728.47,43.34,40.59,45.04,40.48,44.82,865.58,856.23,529.81665,30.5,0.9313,365,0,11.417,0.92987,3.93,46724,85,30.0,17.15,253.13,45.87,1671.17,69.37,3754.64,80.93,5083.83,45.08,2128.07,100.78,9140.94,131.64,14982.73,138.12,16390.96,138.12,16390.96,1.33,0.0,448.9272,0.0,-1.994143,30.747326,1359.3,12.0,0.153172,0.8,223.8,3064.7,118,308,379.6,5232.6,243,480,639.3,441.9,592,672,-579.0,19653360.0,-14621,6116,731.1,19589944.0,-6623,14315,-787.7,27377836.0,-10088,12171,0.0,0.0,0.0,0.0,0.0,100.0,0,0.239651,0.18152,0.092273,0.038373,0.0,30.0
45:31:53,1701246960,2023-11-29T08:36:00,2023-11-29T10:36:00,0.999,2728.97,43.43,40.66,45.12,40.48,45.25,865.64,856.25,531.299988,27.51,0.9321,365,0,11.421,0.93147,3.93,46709,85,30.0,9.11,0.27,23.24,3.73,34.77,9.64,40.44,13.56,26.86,0.66,54.98,6.04,70.14,15.37,73.32,17.93,73.32,17.93,1.19,0.0,448.9445,0.0,-1.994185,30.747324,1343.4,12.0,0.10537,0.7,175.2,5001.2,72,307,416.7,2593.6,286,508,634.2,600.1,565,671,571.6,48140860.0,-22268,16275,-144.8,29857460.0,-19608,9301,-2092.9,59115192.0,-30712,8338,0.0,0.0,0.0,0.0,0.0,100.0,0,0.229068,0.052817,0.083446,0.039397,0.0,30.0
45:32:23,1701246990,2023-11-29T08:36:30,2023-11-29T10:36:30,0.997,2729.47,43.49,40.72,45.17,40.48,45.41,865.49,856.21,527.950012,25.51,0.9326,365,0,11.42,0.93055,3.93,46694,85,30.0,7.79,0.06,17.8,1.19,25.91,3.3,29.89,4.72,28.28,1.08,49.63,1.1,60.32,3.16,62.56,3.83,62.56,3.83,1.07,0.0,448.9547,0.0,-1.994185,30.747324,1343.4,12.0,0.111538,0.7,427.1,22032.6,109,575,-518.7,205795.4,-801,418,303.0,39701.0,139,689,-2344.1,50157852.0,-36093,5293,519.1,33729652.0,-21980,11156,920.6,23784216.0,-6947,15977,0.0,0.0,76.7,0.0,0.0,23.3,0,0.227445,0.097047,0.084551,0.038483,0.0,30.0
45:32:53,1701247020,2023-11-29T08:37:00,2023-11-29T10:37:00,0.997,2729.97,43.56,40.75,45.21,40.48,45.36,865.57,856.05,525.75,26.16,0.9319,365,0,11.419,0.93055,3.93,46679,85,30.0,7.47,0.05,14.76,0.67,20.57,2.05,23.42,3.02,33.17,4.77,50.64,3.3,58.35,3.0,59.96,3.1,59.96,3.1,0.92,0.0,448.9628,0.0,-1.994161,30.747393,1350.8,12.0,0.028784,0.7,239.5,13120.9,91,620,53.3,109846.7,-881,344,660.7,38468.5,-63,811,2718.1,145883904.0,-12057,47705,2655.6,113459408.0,-12503,38675,-2455.5,61355908.0,-18698,13763,0.0,3.3,10.0,0.0,0.0,86.7,0,0.226849,0.160492,0.083715,0.038516,0.0,30.0
45:33:23,1701247050,2023-11-29T08:37:30,2023-11-29T10:37:30,0.999,2730.47,43.66,40.76,45.28,40.48,45.34,865.55,856.02,525.783325,27.2,0.9312,365,0,11.421,0.93215,3.93,46664,85,30.0,14.66,45.7,26.6,154.49,36.02,286.28,40.64,365.91,71.1,1054.67,102.31,2210.01,114.87,2803.78,117.49,2936.44,117.49,2936.44,0.9,0.0,448.9731,0.0,-1.994208,30.747389,1350.7,12.0,0.09252,0.7,283.5,15366.1,150,638,112.7,109103.1,-648,463,660.6,14964.0,166,760,1250.7,120537312.0,-20580,36557,15.3,82708040.0,-24491,19626,-969.1,117168472.0,-18882,32401,0.0,6.7,6.7,0.0,0.0,86.7,0,0.225904,0.226644,0.083644,0.038449,0.0,30.0
45:33:53,1701247080,2023-11-29T08:38:00,2023-11-29T10:38:00,1.0,2730.96,43.74,40.8,45.33,40.48,45.51,865.57,855.98,527.333313,26.08,0.9313,365,0,11.421,0.93032,3.93,46649,85,30.0,16.49,54.99,31.01,191.51,42.51,358.65,48.17,459.96,77.17,1232.41,113.68,2632.55,129.0,3369.27,132.2,3534.39,132.2,3534.39,0.93,0.0,448.9874,0.0,-1.994223,30.747438,1351.0,12.0,0.240038,0.7,284.0,31385.7,13,707,21.7,104966.1,-706,414,665.3,17522.6,241,802,-1708.8,291336672.0,-46506,29960,279.3,113825448.0,-29496,27658,1179.3,152665504.0,-25191,28586,0.0,13.3,3.3,0.0,0.0,83.3,0,0.236586,0.091011,0.091995,0.038595,0.0,30.0
45:34:23,1701247110,2023-11-29T08:38:30,2023-11-29T10:38:30,0.999,2731.46,43.79,40.83,45.42,40.48,45.5,865.6,855.9,528.583313,23.51,0.932,365,0,11.421,0.92987,3.93,46634,85,30.0,17.1,16.21,35.96,69.39,51.11,139.4,58.56,182.74,70.19,293.58,113.01,721.81,133.06,984.14,137.26,1044.34,137.26,1044.34,1.0,0.0,449.0041,0.0,-1.994182,30.747372,1349.8,12.0,0.235926,0.7,283.4,23755.2,120,699,-78.2,279762.3,-907,477,548.0,44617.9,97,764,-2720.6,225959328.0,-37835,34466,2975.0,331326240.0,-24885,77621,-1989.6,132712992.0,-27973,24806,0.0,3.3,30.0,0.0,0.0,66.7,0,0.228331,0.112334,0.083722,0.038388,0.0,30.0
45:34:53,1701247140,2023-11-29T08:39:00,2023-11-29T10:39:00,0.998,2731.96,43.91,40.88,45.51,40.48,45.61,865.56,855.78,526.616638,26.77,0.9302,365,0,11.422,0.93032,3.93,46619,85,30.0,27.87,479.64,63.84,2257.38,92.97,4649.53,107.29,6139.35,100.88,7479.98,177.47,20441.66,215.9,28957.21,223.95,30927.83,223.95,30927.83,1.16,0.0,449.0289,0.0,-1.994122,30.7474,1350.1,12.0,0.205086,0.7,249.1,11411.2,82,598,-58.8,80360.1,-751,434,682.3,30019.1,122,789,-3326.4,51963580.0,-19092,10797,73.2,38587412.0,-13317,18698,-3081.4,120816456.0,-32751,17841,0.0,0.0,13.3,0.0,0.0,86.7,0,0.257458,0.138667,0.083564,0.038467,0.0,30.0
45:35:23,1701247170,2023-11-29T08:39:30,2023-11-29T10:39:30,1.0,2732.46,43.96,40.92,45.61,40.48,45.8,865.48,855.78,527.849976,26.33,0.9302,365,0,11.423,0.9301,3.93,46604,85,30.0,8.07,0.39,18.45,4.62,26.85,11.7,30.98,16.37,29.32,0.73,51.44,9.5,62.53,22.02,64.85,25.36,64.85,25.36,1.04,0.0,449.0494,0.0,-1.994134,30.747402,1353.6,12.0,0.129528,0.6,421.0,5175.0,213,518,-636.3,99682.2,-868,57,322.4,46706.6,184,747,3201.2,71342304.0,-7472,35875,950.7,117006760.0,-43382,30301,-2518.2,15905794.0,-16406,4812,0.0,0.0,76.7,0.0,0.0,23.3,0,0.288677,0.357278,0.083518,0.038549,0.0,30.0
45:35:53,1701247200,2023-11-29T08:40:00,2023-11-29T10:40:00,1.0,2732.96,43.96,41.0,45.66,41.07,45.46,865.51,855.93,528.68335,26.62,0.9303,365,0,11.422,0.9317,3.93,46589,85,30.0,8.63,0.13,17.36,0.5,24.33,1.21,27.76,1.7,37.46,6.61,58.04,8.06,67.29,8.35,69.23,8.49,69.23,8.49,0.96,0.0,449.0583,0.0,-1.99412,30.747429,1353.0,12.0,0.112052,0.7,264.1,5435.6,151,370,116.6,1111.3,57,180,734.6,353.1,686,773,1119.7,21286818.0,-7962,10377,587.1,10271258.0,-5888,8058,-1469.1,40578656.0,-16266,11698,0.0,0.0,0.0,0.0,0.0,100.0,0,0.295156,0.065095,0.091932,0.039388,0.0,30.0
45:36:23,1701247230,2023-11-29T08:40:30,2023-11-29T10:40:30,1.001,2733.45,43.94,41.03,45.53,41.07,45.23,865.45,855.92,527.716675,26.21,0.9305,365,0,11.424,0.93078,3.93,46574,85,30.0,13.26,12.43,24.44,40.82,33.27,74.8,37.61,95.26,63.39,294.13,92.11,606.49,103.88,763.46,106.33,798.41,106.33,798.41,0.92,0.0,449.0687,0.0,-1.994157,30.747461,1353.8,12.0,0.312512,0.7,299.2,5934.2,211,552,-42.3,60004.7,-700,155,699.7,6610.5,435,758,151.0,98073800.0,-26486,25051,585.3,57081304.0,-18777,26573,-239.6,136373536.0,-40136,26311,0.0,3.3,6.7,0.0,0.0,90.0,0,0.285112,0.083229,0.083633,0.038476,0.0,30.0
45:36:53,1701247260,2023-11-29T08:41:00,2023-11-29T10:41:00,1.002,2733.95,43.95,41.09,45.4,41.07,45.55,865.5,856.02,527.200012,29.31,0.9294,365,0,11.424,0.9317,3.93,46559,85,30.0,13.33,65.4,23.62,202.45,31.69,362.9,35.66,458.87,66.15,1636.58,93.78,3254.47,104.58,4028.09,106.82,4199.34,106.82,4199.34,0.88,0.0,449.0807,0.0,-1.994151,30.74753,1354.4,12.0,0.311484,0.7,290.3,8512.1,179,612,5.3,51916.7,-612,265,703.6,8057.3,339,778,728.5,121251872.0,-30625,37380,-319.1,47254144.0,-21096,18462,619.8,150889776.0,-16485,34256,0.0,3.3,3.3,0.0,0.0,93.3,0,0.317351,0.133319,0.083656,0.039465,0.0,30.0
45:37:23,1701247290,2023-11-29T08:41:30,2023-11-29T10:41:30,1.003,2734.45,43.98,41.12,45.37,41.07,45.43,865.42,855.93,530.43335,30.62,0.9287,365,0,11.426,0.93193,3.93,46544,84,30.0,14.17,6.98,27.36,20.42,37.85,35.8,43.01,44.93,64.5,183.0,96.81,353.13,110.76,430.69,113.67,447.75,113.67,447.75,0.97,0.0,449.0935,0.0,-1.994146,30.747549,1353.9,12.0,0.10537,0.7,312.2,8266.3,237,636,49.2,72546.2,-622,463,673.2,14083.2,284,773,1000.3,151138080.0,-32007,39602,1227.6,101544752.0,-25970,42008,-2410.4,78228776.0,-24762,12486,0.0,3.3,6.7,0.0,0.0,90.0,0,0.317558,0.166646,0.083655,0.038508,0.0,30.0
45:37:53,1701247320,2023-11-29T08:42:00,2023-11-29T10:42:00,1.003,2734.96,44.0,41.19,45.45,41.07,45.69,865.53,856.03,534.083313,26.42,0.9303,365,0,11.426,0.93307,3.93,46529,84,30.0,9.94,1.19,19.39,5.28,26.92,10.69,30.62,14.04,44.7,20.19,67.63,52.01,77.63,72.05,79.71,76.66,79.71,76.66,0.94,0.0,449.1052,0.0,-1.994154,30.747499,1352.4,12.0,0.042662,0.7,315.4,7616.1,177,649,144.1,118644.3,-763,484,651.2,8766.3,418,784,799.2,203606768.0,-29443,58441,-1508.4,112364392.0,-26661,27842,-621.8,205773792.0,-59141,22881,0.0,3.3,6.7,0.0,0.0,90.0,0,0.287731,0.046678,0.083653,0.039439,0.0,30.0
45:38:23,1701247350,2023-11-29T08:42:30,2023-11-29T10:42:30,1.003,2735.46,44.05,41.23,45.47,41.07,45.73,865.52,856.03,529.049988,29.54,0.929,365,0,11.426,0.93193,3.93,46514,84,30.0,14.4,219.27,27.34,815.57,37.61,1560.1,42.66,2013.88,66.68,4556.73,98.92,10241.66,112.58,13393.2,115.43,14103.79,115.43,14103.79,0.93,0.0,449.1169,0.0,-1.994083,30.747478,1349.9,12.0,0.355174,0.7,202.5,9299.6,98,556,15.2,57265.7,-745,212,743.4,5112.2,431,802,1860.7,159896176.0,-33626,44292,-573.9,50889208.0,-25165,13877,-1253.0,167940752.0,-32760,39523,0.0,0.0,6.7,0.0,0.0,93.3,0,0.296083,0.098388,0.092874,0.039375,0.0,30.0
45:38:53,1701247380,2023-11-29T08:43:00,2023-11-29T10:43:00,1.004,2735.96,44.08,41.27,45.52,41.07,45.71,865.44,856.02,531.666687,25.49,0.9304,365,0,11.427,0.93398,3.93,46499,84,30.0,16.1,170.92,34.08,694.32,48.53,1367.32,55.64,1781.05,65.54,3216.62,106.14,7727.26,125.26,10396.17,129.26,11003.67,129.26,11003.67,1.06,0.0,449.1324,0.0,-1.99405,30.747494,1352.9,12.0,0.145462,0.7,175.4,731.6,97,225,118.0,2307.3,25,211,756.3,139.6,717,776,1202.6,86050288.0,-9948,38465,358.6,18724596.0,-11138,9275,-424.7,41218696.0,-19171,12626,0.0,0.0,0.0,0.0,0.0,100.0,0,0.289008,0.120608,0.083592,0.03939,0.0,30.0
45:39:23,1701247410,2023-11-29T08:43:30,2023-11-29T10:43:30,1.002,2736.46,44.11,41.3,45.53,41.07,45.77,865.36,856.04,529.0,24.55,0.9307,365,0,11.427,0.93376,3.93,46484,84,30.0,6.84,0.06,13.76,0.65,19.29,1.73,22.01,2.46,29.7,1.87,46.02,2.42,53.36,3.54,54.89,3.89,54.89,3.89,0.95,0.0,449.1443,0.0,-1.994093,30.747446,1354.1,12.0,0.124902,0.8,415.1,8977.6,151,539,-660.3,87821.8,-905,264,325.4,34138.5,198,775,-978.9,126941960.0,-26661,38421,3608.9,122127232.0,-15671,39786,-884.2,32712606.0,-18681,14087,0.0,0.0,83.3,0.0,0.0,16.7,0,0.318329,0.192261,0.083709,0.039387,0.0,30.0
