(HH:MM:SS),(s),(YYYY-MM-DDTHH:MM:SS) (UTC date time format),(YYYY-MM-DDTHH:MM:SS) (Local date time format),(L*min^-1),(L),(C),(C),(C),(C),(C),(hPa),(hPa),(Pa),(%),(g*L^-1),(integer),(integer),(V),(g*min^-1),(V),(integer),(%),(#),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(um),(um),(ug),(-),(decimalDegree),(decimalDegree),(m),(integer),(m*s^-1),(-),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(%),(%),(%),(%),(%),(%),(#),(s),(s),(s),(s),(s),(s)
SampleTime,UnixTime,DateTimeUTC,DateTimeLocal,VolumetricFlowRate,SampledVolume,AtmoT,PumpT,FdpT,BattT,AccelT,AtmoP,PumpP,FdPdP,PumpRH,AtmoRho,PumpPow1,PumpPow2,PumpV,MassFlow,BFGvolt,BFGenergy,SOC,PMMeasCnt,PM1MC,PM1MCVar,PM2_5MC,PM2_5MCVar,PM4MC,PM4MCVar,PM10MC,PM10MCVar,PM0_5NC,PM0_5NCVar,PM1NC,PM1NCVar,PM2_5NC,PM2_5NCVar,PM4NC,PM4NCVar,PM10NC,PM10NCVar,PMtypicalParticleSize,PMtypicalParticleSizeVar,PM2_5SampledMass,GPSQual,GPSlat,GPSlon,GPSalt,GPSsat,GPSspeed,GPShDOP,AccelX,AccelXVar,AccelXMin,AccelXMax,AccelY,AccelYVar,AccelYMin,AccelYMax,AccelZ,AccelZVar,AccelZMin,AccelZMax,RotX,RotXVar,RotXMin,RotXMax,RotY,RotYVar,RotYMin,RotYMax,RotZ,RotZVar,RotZMin,RotZMax,Xup,XDown,Yup,Ydown,Zup,Zdown,StepCount,FLOWCTL,GPSRT,SD_DATAW,SD_HEADW,TPumpsOFF,TPumpsON
17:24:53,1669698930,2022-11-29T05:15:30,2022-11-29T07:15:30,0.999,1043.53,31.95,31.31,33.78,31.69,34.81,863.26,860.61,127.199997,36.05,0.9753,657,0,8.775,0.97495,4.04,49374,91,30,5.13,0.04,5.44,0.04,5.46,0.04,5.46,0.04,35.07,1.82,40.82,2.43,40.96,2.43,40.97,2.42,40.97,2.42,0.56,0.0,73.0211,0,-1.981088,30.747047,1369.9,10,0.355174,0.7,992.7,0.1,991,994,-99.0,0.6,-100,-98,50.7,56.8,40,61,341.9,2732.7,253,446,251.4,931.0,157,306,-864.1,375.4,-901,-822,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214877,0.100364,0.074337,0.039039,0.0,30.0
17:25:23,1669698960,2022-11-29T05:16:00,2022-11-29T07:16:00,0.999,1044.03,31.94,31.34,33.83,31.69,34.87,863.28,860.61,127.099998,36.47,0.9752,657,0,8.776,0.97533,4.04,49363,91,30,5.17,0.0,5.49,0.0,5.51,0.0,5.52,0.0,35.29,0.15,41.1,0.21,41.25,0.21,41.27,0.21,41.27,0.21,0.56,0.0,73.0238,0,-1.981094,30.747046,1367.5,9,0.368024,0.8,992.6,0.4,991,994,-98.8,0.7,-101,-98,49.3,54.9,40,62,342.9,1754.3,262,411,254.8,723.6,192,315,-864.2,336.5,-892,-822,0.0,100.0,0.0,0.0,0.0,0.0,0,0.222177,0.141915,0.08242,0.039058,0.0,30.0
17:25:53,1669698990,2022-11-29T05:16:30,2022-11-29T07:16:30,1.0,1044.53,31.96,31.32,33.81,31.69,34.91,863.28,860.61,126.949997,36.02,0.9753,657,0,8.773,0.97628,4.04,49352,91,30,5.2,0.02,5.5,0.02,5.5,0.02,5.5,0.02,35.55,1.02,41.36,1.38,41.48,1.39,41.49,1.39,41.49,1.39,0.54,0.0,73.0265,0,-1.981053,30.747013,1375.6,10,0.494982,0.7,993.0,0.0,992,994,-98.9,0.5,-100,-98,51.8,56.2,40,62,347.6,2880.7,245,463,246.4,1034.2,175,323,-865.7,190.5,-892,-840,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214325,0.029839,0.07436,0.039059,0.0,30.0
17:26:23,1669699020,2022-11-29T05:17:00,2022-11-29T07:17:00,1.0,1045.03,31.94,31.34,33.79,31.69,35.11,863.33,860.64,126.98333,36.0,0.9754,657,0,8.774,0.97476,4.04,49340,91,30,4.74,0.04,5.01,0.04,5.01,0.04,5.01,0.04,32.4,1.73,37.69,2.34,37.8,2.35,37.81,2.35,37.81,2.35,0.54,0.0,73.0292,0,-1.98104,30.74696,1376.3,10,0.39835,0.8,992.9,0.1,992,994,-99.0,0.5,-100,-97,51.0,54.1,40,61,338.3,2667.1,227,428,237.6,833.5,192,297,-861.5,271.2,-901,-840,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214383,0.078128,0.074276,0.03905,0.0,30.0
17:26:53,1669699050,2022-11-29T05:17:30,2022-11-29T07:17:30,0.999,1045.53,31.95,31.32,33.82,31.69,35.27,863.2,860.64,127.550003,35.94,0.9753,657,0,8.775,0.97344,4.04,49329,91,30,5.0,0.01,5.29,0.01,5.29,0.01,5.29,0.01,34.22,0.35,39.81,0.47,39.92,0.47,39.93,0.47,39.93,0.47,0.54,0.0,73.0317,0,-1.981035,30.746964,1379.8,10,0.237468,0.8,992.7,0.1,991,994,-99.0,0.6,-100,-98,50.5,56.7,40,61,364.8,2418.1,201,446,251.3,927.9,183,306,-859.1,202.2,-883,-822,0.0,100.0,0.0,0.0,0.0,0.0,0,0.215426,0.134174,0.076015,0.039123,0.0,30.0
17:27:23,1669699080,2022-11-29T05:18:00,2022-11-29T07:18:00,0.999,1046.03,31.95,31.32,33.83,31.69,35.15,863.28,860.64,127.099998,35.87,0.9754,657,0,8.775,0.97439,4.04,49318,91,30,4.5,0.08,4.76,0.09,4.76,0.09,4.76,0.09,30.78,3.65,35.8,4.94,35.9,4.97,35.92,4.97,35.92,4.97,0.53,0.0,73.0342,0,-1.980979,30.746952,1379.8,10,0.381388,0.8,992.7,0.6,991,994,-98.9,0.8,-101,-97,50.0,56.7,40,62,341.7,3145.3,218,498,246.9,530.7,175,297,-861.2,262.8,-892,-831,0.0,100.0,0.0,0.0,0.0,0.0,0,0.216643,0.184483,0.076918,0.039227,0.0,30.0
17:27:53,1669699110,2022-11-29T05:18:30,2022-11-29T07:18:30,1.0,1046.53,31.95,31.33,33.84,31.69,34.9,863.41,860.61,127.466667,35.93,0.9753,657,0,8.774,0.97476,4.04,49307,91,30,5.34,0.02,5.65,0.02,5.65,0.02,5.65,0.02,36.54,1.01,42.5,1.36,42.62,1.37,42.64,1.37,42.64,1.37,0.52,0.0,73.0368,0,-1.98111,30.747034,1386.9,9,0.512972,0.9,992.9,0.4,991,994,-99.1,0.7,-100,-97,52.3,54.6,40,61,341.5,1834.4,245,428,251.6,921.9,183,306,-856.9,283.2,-883,-822,0.0,100.0,0.0,0.0,0.0,0.0,0,0.21478,0.076182,0.074654,0.039415,0.0,30.0
17:28:23,1669699140,2022-11-29T05:19:00,2022-11-29T07:19:00,0.999,1047.03,31.95,31.34,33.82,31.69,34.92,863.38,860.74,127.533333,35.94,0.9755,657,0,8.774,0.9742,4.04,49296,91,30,5.4,0.0,5.71,0.0,5.71,0.0,5.71,0.0,36.96,0.14,43.0,0.2,43.12,0.2,43.14,0.2,43.14,0.2,0.53,0.0,73.0397,0,-1.981147,30.747097,1388.4,10,0.271906,0.8,992.7,0.5,991,994,-98.9,0.6,-100,-98,49.1,53.9,39,61,358.7,2409.4,262,420,239.1,783.8,175,288,-868.2,315.8,-918,-840,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214077,0.112746,0.074118,0.039076,0.0,30.0
17:28:53,1669699170,2022-11-29T05:19:30,2022-11-29T07:19:30,0.999,1047.53,31.96,31.34,33.83,31.69,34.97,863.36,860.69,127.833336,35.9,0.9754,657,0,8.773,0.97382,4.04,49285,91,30,5.24,0.03,5.54,0.04,5.54,0.04,5.54,0.04,35.87,1.5,41.73,2.02,41.84,2.03,41.86,2.04,41.86,2.04,0.52,0.0,73.0425,0,-1.981077,30.747072,1380.2,11,0.175274,0.7,992.6,0.4,991,994,-98.9,0.5,-100,-98,48.5,52.0,40,61,324.8,1249.2,236,393,247.0,1039.2,192,315,-865.8,236.7,-892,-840,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214222,0.112365,0.074124,0.039022,0.0,30.0
17:29:23,1669699200,2022-11-29T05:20:00,2022-11-29T07:20:00,0.999,1048.03,31.97,31.31,33.88,31.69,35.12,863.41,860.69,126.800003,35.95,0.9753,657,0,8.774,0.97344,4.04,49274,91,30,4.99,0.04,5.27,0.05,5.27,0.05,5.27,0.05,34.12,2.05,39.69,2.78,39.8,2.79,39.81,2.8,39.81,2.8,0.53,0.0,73.0452,0,-1.981077,30.747072,1380.2,11,0.188638,0.7,992.6,0.2,991,994,-98.8,0.4,-100,-98,48.5,54.1,39,61,347.6,1801.0,271,437,242.8,1009.7,183,323,-860.3,328.4,-901,-831,0.0,100.0,0.0,0.0,0.0,0.0,0,0.221876,0.153138,0.082526,0.039061,0.0,30.0
17:29:53,1669699230,2022-11-29T05:20:30,2022-11-29T07:20:30,0.999,1048.53,31.95,31.33,33.81,31.69,35.1,863.38,860.77,127.48333,35.96,0.9755,657,0,8.774,0.97476,4.04,49263,91,30,4.79,0.03,5.07,0.03,5.07,0.03,5.07,0.03,32.79,1.44,38.15,1.95,38.26,1.96,38.27,1.96,38.27,1.96,0.53,0.0,73.0478,0,-1.981119,30.747074,1383.0,10,0.060652,0.7,992.4,0.2,991,993,-98.9,0.6,-100,-98,48.8,50.9,39,61,342.0,1843.0,253,428,250.3,1124.0,166,315,-862.4,200.8,-892,-831,0.0,100.0,0.0,0.0,0.0,0.0,0,0.213904,0.053956,0.074324,0.039083,0.0,30.0
17:30:23,1669699260,2022-11-29T05:21:00,2022-11-29T07:21:00,1.001,1049.03,31.96,31.34,33.84,31.69,35.14,863.38,860.74,126.75,35.88,0.9754,657,0,8.774,0.97382,4.04,49252,91,30,4.83,0.02,5.11,0.03,5.11,0.03,5.11,0.03,33.04,1.17,38.44,1.58,38.54,1.59,38.56,1.59,38.56,1.59,0.52,0.0,73.0503,0,-1.981096,30.747057,1385.1,9,0.511944,0.9,992.5,0.4,991,994,-98.9,0.4,-100,-98,48.8,51.0,40,61,343.6,3228.8,218,490,251.3,729.0,183,315,-863.2,184.6,-892,-840,0.0,100.0,0.0,0.0,0.0,0.0,0,0.21407,0.103353,0.074308,0.039048,0.0,30.0
17:30:53,1669699290,2022-11-29T05:21:30,2022-11-29T07:21:30,1.0,1049.53,31.97,31.34,33.84,31.69,34.99,863.54,860.74,127.5,35.84,0.9754,657,0,8.774,0.97439,4.03,49241,91,30,5.11,0.08,5.4,0.09,5.4,0.09,5.4,0.09,34.93,3.9,40.63,5.27,40.75,5.3,40.76,5.31,40.76,5.31,0.5,0.0,73.0529,0,-1.981085,30.747057,1377.2,8,0.293494,0.9,992.5,0.1,991,994,-98.9,0.6,-100,-98,48.5,55.1,40,61,344.3,2709.0,227,428,250.8,936.1,175,315,-863.0,284.5,-892,-840,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214237,0.14615,0.074318,0.039036,0.0,30.0
17:31:23,1669699320,2022-11-29T05:22:00,2022-11-29T07:22:00,1.0,1050.03,31.96,31.34,33.83,31.69,34.83,863.49,860.82,127.133331,35.85,0.9755,657,0,8.774,0.9759,4.03,49229,91,30,5.39,0.02,5.7,0.02,5.7,0.02,5.7,0.02,36.91,0.76,42.93,1.03,43.06,1.04,43.07,1.04,43.07,1.04,0.5,0.0,73.0557,0,-1.981085,30.747057,1377.2,8,0.124902,0.9,992.6,0.4,992,994,-99.3,0.7,-101,-98,51.6,54.4,39,61,333.9,3365.0,236,437,251.0,1140.8,183,323,-862.9,310.8,-901,-813,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214278,0.025167,0.07418,0.039032,0.0,30.0
17:31:53,1669699350,2022-11-29T05:22:30,2022-11-29T07:22:30,1.0,1050.53,31.96,31.34,33.81,31.69,34.93,863.46,860.82,127.383331,35.82,0.9755,657,0,8.774,0.9759,4.03,49218,91,30,5.74,0.01,6.07,0.01,6.07,0.01,6.07,0.01,39.24,0.63,45.65,0.85,45.78,0.85,45.79,0.85,45.79,0.85,0.5,0.0,73.0587,0,-1.981084,30.747055,1386.6,9,0.050372,0.8,992.6,0.4,991,994,-99.0,0.5,-100,-98,48.9,52.8,40,60,345.9,1844.5,245,446,242.0,933.7,157,306,-861.2,289.9,-892,-822,0.0,100.0,0.0,0.0,0.0,0.0,0,0.21345,0.091938,0.074098,0.039047,0.0,30.0
17:32:23,1669699380,2022-11-29T05:23:00,2022-11-29T07:23:00,0.999,1051.03,31.97,31.35,33.86,31.69,34.84,863.59,860.82,127.199997,35.87,0.9755,657,0,8.774,0.97533,4.03,49207,91,30,5.33,0.04,5.64,0.05,5.64,0.05,5.64,0.05,36.46,1.92,42.41,2.6,42.53,2.61,42.55,2.62,42.55,2.62,0.49,0.0,73.0616,0,-1.981097,30.747019,1390.3,10,0.407602,0.7,992.8,0.2,991,994,-99.2,0.5,-101,-98,50.7,56.0,39,61,349.0,1525.8,271,437,248.7,1145.2,183,341,-860.3,176.2,-892,-831,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214805,0.149195,0.074211,0.039075,0.0,30.0
17:32:53,1669699410,2022-11-29T05:23:30,2022-11-29T07:23:30,0.999,1051.53,31.97,31.33,33.83,31.69,35.03,863.54,860.82,126.866669,35.82,0.9755,657,0,8.774,0.97514,4.03,49196,91,30,4.62,0.02,4.89,0.02,4.89,0.02,4.89,0.02,31.61,0.96,36.77,1.3,36.88,1.31,36.89,1.31,36.89,1.31,0.5,0.0,73.0642,0,-1.981136,30.747004,1393.2,10,0.25443,0.7,992.7,-0.1,991,993,-99.1,0.6,-101,-98,48.9,52.8,39,61,342.5,2304.9,253,437,253.6,1741.6,183,341,-866.4,346.7,-901,-831,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214073,0.184038,0.074367,0.039025,0.0,30.0
17:33:23,1669699440,2022-11-29T05:24:00,2022-11-29T07:24:00,0.999,1052.03,31.96,31.32,33.81,31.69,34.89,863.57,860.88,127.5,35.81,0.9756,657,0,8.774,0.97571,4.03,49185,91,30,4.77,0.0,5.04,0.0,5.04,0.0,5.04,0.0,32.62,0.18,37.94,0.25,38.05,0.25,38.06,0.25,38.06,0.25,0.5,0.0,73.0667,0,-1.981075,30.747,1384.1,9,0.158312,0.8,992.5,0.3,991,994,-99.3,0.6,-101,-98,50.9,59.9,39,61,341.2,2328.7,245,446,251.3,660.8,201,306,-863.0,395.9,-910,-813,0.0,100.0,0.0,0.0,0.0,0.0,0,0.219108,0.081996,0.07916,0.039055,0.0,30.0
17:33:53,1669699470,2022-11-29T05:24:30,2022-11-29T07:24:30,0.998,1052.52,31.98,31.33,33.83,31.69,35.04,863.54,860.93,127.366669,35.8,0.9756,657,0,8.773,0.97495,4.03,49174,91,30,4.87,0.01,5.15,0.01,5.15,0.01,5.15,0.01,33.31,0.44,38.75,0.59,38.86,0.59,38.87,0.59,38.87,0.59,0.48,0.0,73.0692,0,-1.981059,30.747057,1376.7,9,0.25186,0.8,992.5,0.0,992,993,-99.4,0.6,-101,-98,49.9,56.3,39,61,348.1,1458.5,262,428,255.7,626.6,201,315,-862.4,310.4,-892,-822,0.0,100.0,0.0,0.0,0.0,0.0,0,0.221822,0.124158,0.082565,0.038183,0.0,30.0
17:34:23,1669699500,2022-11-29T05:25:00,2022-11-29T07:25:00,1.0,1053.02,31.98,31.33,33.85,31.69,35.04,863.54,860.85,127.73333,35.89,0.9755,657,0,8.774,0.97401,4.03,49163,91,30,4.81,0.04,5.09,0.04,5.09,0.04,5.09,0.04,32.93,1.66,38.31,2.24,38.42,2.25,38.43,2.26,38.43,2.26,0.49,0.0,73.0718,0,-1.981047,30.747026,1377.2,9,0.223076,0.8,992.5,0.3,991,994,-99.1,0.5,-100,-98,48.4,53.8,38,60,340.9,2190.8,245,437,259.2,1062.6,166,323,-864.1,226.4,-892,-831,0.0,100.0,0.0,0.0,0.0,0.0,0,0.213613,0.179736,0.074293,0.039009,0.0,30.0
17:34:53,1669699530,2022-11-29T05:25:30,2022-11-29T07:25:30,0.999,1053.52,31.96,31.34,33.85,31.69,35.02,863.51,860.9,126.966667,35.81,0.9756,657,0,8.773,0.97514,4.03,49152,91,30,4.8,0.02,5.08,0.02,5.08,0.02,5.08,0.02,32.84,0.75,38.2,1.01,38.31,1.02,38.32,1.02,38.32,1.02,0.49,0.0,73.0743,0,-1.981068,30.747026,1387.4,11,0.070418,0.7,992.6,0.4,991,994,-99.5,0.6,-101,-98,51.3,54.3,38,60,348.4,2895.9,262,507,240.8,1037.6,183,323,-855.1,176.9,-883,-831,0.0,100.0,0.0,0.0,0.0,0.0,0,0.213791,0.068489,0.074262,0.039049,0.0,30.0
17:35:23,1669699560,2022-11-29T05:26:00,2022-11-29T07:26:00,1.0,1054.02,31.96,31.34,33.8,31.69,34.64,863.62,860.9,126.966667,35.49,0.9757,657,0,8.773,0.97514,4.03,49141,91,30,5.36,0.05,5.67,0.05,5.67,0.05,5.67,0.05,36.69,2.3,42.69,3.11,42.81,3.12,42.82,3.13,42.82,3.13,0.49,0.0,73.077,0,-1.981033,30.747042,1381.7,10,0.19789,0.7,992.4,0.2,991,993,-99.3,0.5,-101,-98,49.5,58.4,39,61,340.6,2297.6,271,463,240.6,1015.5,140,288,-864.7,269.8,-901,-840,0.0,100.0,0.0,0.0,0.0,0.0,0,0.213854,0.104162,0.074108,0.039046,0.0,30.0
17:35:53,1669699590,2022-11-29T05:26:30,2022-11-29T07:26:30,0.997,1054.52,31.97,31.33,33.84,31.69,34.88,863.49,860.85,126.666664,35.85,0.9755,657,0,8.774,0.9759,4.03,49130,91,30,4.76,0.01,5.04,0.01,5.04,0.01,5.04,0.01,32.58,0.36,37.9,0.48,38.01,0.49,38.02,0.49,38.02,0.49,0.5,0.0,73.0797,0,-1.981069,30.747038,1387.6,11,0.219992,0.7,992.5,0.3,991,994,-99.3,0.5,-101,-98,48.8,55.5,38,61,332.8,3369.1,218,420,252.6,1051.9,175,323,-863.8,308.9,-901,-831,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214053,0.152168,0.074098,0.039057,0.0,30.0
17:36:23,1669699620,2022-11-29T05:27:00,2022-11-29T07:27:00,0.999,1055.02,31.97,31.34,33.82,31.69,35.14,863.49,860.93,126.73333,35.92,0.9756,657,0,8.774,0.97609,4.03,49118,90,30,5.45,0.07,5.76,0.08,5.76,0.08,5.76,0.08,37.28,3.41,43.37,4.61,43.49,4.64,43.5,4.64,43.5,4.64,0.51,0.0,73.0824,0,-1.981099,30.747011,1390.9,11,0.510916,0.7,992.6,0.4,991,994,-99.1,0.4,-100,-98,49.1,57.1,39,61,347.3,4761.7,192,481,260.3,1396.4,175,367,-863.6,227.0,-901,-822,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214419,0.032229,0.074294,0.039035,0.0,30.0
17:36:53,1669699650,2022-11-29T05:27:30,2022-11-29T07:27:30,0.998,1055.52,31.96,31.36,33.83,31.69,34.86,863.67,860.93,127.616669,35.78,0.9757,657,0,8.774,0.97552,4.03,49107,90,30,5.51,0.0,5.83,0.01,5.83,0.01,5.83,0.01,37.72,0.21,43.87,0.29,44.0,0.29,44.01,0.29,44.01,0.29,0.5,0.0,73.0853,0,-1.981071,30.747017,1393.8,12,0.458488,0.7,992.7,0.2,991,994,-99.4,0.5,-101,-98,50.4,56.7,39,61,341.8,1528.0,262,402,252.8,1953.6,148,323,-861.0,286.0,-892,-822,0.0,100.0,0.0,0.0,0.0,0.0,0,0.213546,0.046997,0.07418,0.039087,0.0,30.0
17:37:23,1669699680,2022-11-29T05:28:00,2022-11-29T07:28:00,0.999,1056.02,31.98,31.31,33.86,31.69,35.03,863.57,860.88,126.849998,35.8,0.9755,657,0,8.773,0.9759,4.03,49096,90,30,5.16,0.01,5.45,0.01,5.45,0.01,5.45,0.01,35.29,0.45,41.05,0.61,41.16,0.62,41.18,0.62,41.18,0.62,0.49,0.0,73.0881,0,-1.981088,30.747013,1387.8,12,0.503206,0.7,992.5,0.0,992,993,-99.2,0.7,-101,-98,48.6,52.2,38,60,342.9,2321.5,253,455,247.9,504.6,210,297,-861.8,284.6,-910,-831,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214825,0.101639,0.074249,0.039085,0.0,30.0
17:37:53,1669699710,2022-11-29T05:28:30,2022-11-29T07:28:30,0.999,1056.52,31.96,31.36,33.8,31.69,35.01,863.56,860.98,126.716667,35.82,0.9757,657,0,8.773,0.97476,4.03,49085,90,30,5.14,0.01,5.43,0.01,5.43,0.01,5.43,0.01,35.13,0.25,40.87,0.34,40.98,0.34,41.0,0.34,41.0,0.34,0.49,0.0,73.0908,0,-1.981059,30.747049,1385.4,12,0.329988,0.7,992.6,0.2,991,994,-99.3,0.5,-100,-98,49.3,53.4,39,60,347.0,2319.5,253,420,252.8,1016.2,175,323,-862.9,373.8,-918,-831,0.0,100.0,0.0,0.0,0.0,0.0,0,0.221314,0.152649,0.082491,0.03813,0.0,30.0
17:38:23,1669699740,2022-11-29T05:29:00,2022-11-29T07:29:00,0.999,1057.02,31.98,31.34,33.84,31.69,34.91,863.59,860.88,127.5,35.84,0.9755,657,0,8.774,0.97495,4.03,49074,90,30,4.53,0.04,4.79,0.05,4.79,0.05,4.79,0.05,31.01,2.1,36.08,2.84,36.18,2.86,36.19,2.86,36.19,2.86,0.51,0.0,73.0933,0,-1.981044,30.747047,1372.0,12,0.26985,0.7,992.7,0.2,991,994,-99.3,0.7,-101,-98,49.3,54.6,38,60,348.8,2426.7,227,455,248.7,2022.8,157,341,-861.8,177.2,-883,-840,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214108,0.028863,0.074139,0.039071,0.0,30.0
17:38:53,1669699770,2022-11-29T05:29:30,2022-11-29T07:29:30,1.0,1057.52,31.95,31.35,33.81,31.69,34.96,863.64,860.98,127.033333,35.81,0.9758,657,0,8.775,0.97439,4.03,49063,90,30,4.6,0.02,4.87,0.03,4.87,0.03,4.87,0.03,31.48,1.05,36.62,1.42,36.72,1.42,36.74,1.43,36.74,1.43,0.51,0.0,73.0958,0,-1.981044,30.747047,1372.0,12,0.264196,0.7,992.6,0.1,992,993,-99.2,0.6,-100,-98,50.0,52.6,39,60,343.6,1916.4,253,446,258.9,1001.5,201,315,-862.1,384.6,-892,-813,0.0,100.0,0.0,0.0,0.0,0.0,0,0.246504,0.068646,0.106431,0.038983,0.0,30.0
17:39:23,1669699800,2022-11-29T05:30:00,2022-11-29T07:30:00,1.0,1058.02,31.96,31.35,33.85,31.69,35.16,863.56,860.95,127.449997,35.86,0.9757,657,0,8.775,0.97495,4.03,49052,90,30,4.16,0.04,4.4,0.05,4.4,0.05,4.4,0.05,28.47,1.89,33.12,2.56,33.21,2.57,33.23,2.57,33.23,2.57,0.52,0.0,73.0981,0,-1.981037,30.747053,1368.1,12,0.280644,0.7,992.5,0.3,992,994,-99.5,0.6,-101,-98,49.6,50.6,39,60,329.5,2277.4,245,428,251.9,1650.6,192,385,-858.9,192.4,-883,-831,0.0,100.0,0.0,0.0,0.0,0.0,0,0.218523,0.127818,0.079131,0.039081,0.0,30.0
17:39:53,1669699830,2022-11-29T05:30:30,2022-11-29T07:30:30,1.001,1058.52,31.97,31.35,33.83,31.69,35.04,863.67,860.9,127.400002,35.83,0.9756,657,0,8.773,0.97457,4.03,49041,90,30,4.15,0.06,4.39,0.07,4.39,0.07,4.39,0.07,28.39,2.76,33.02,3.73,33.12,3.75,33.13,3.76,33.13,3.76,0.52,0.0,73.1003,0,-1.981037,30.747053,1368.1,12,0.19789,0.7,992.5,0.3,991,994,-99.4,0.7,-101,-98,50.3,58.2,39,60,340.0,2737.6,227,455,251.6,1050.6,183,297,-862.6,435.7,-901,-831,0.0,100.0,0.0,0.0,0.0,0.0,0,0.213772,0.169405,0.074175,0.0391,0.0,30.0
17:40:23,1669699860,2022-11-29T05:31:00,2022-11-29T07:31:00,0.999,1059.02,31.97,31.32,33.83,31.69,34.87,863.39,860.9,126.849998,35.81,0.9756,657,0,8.774,0.97609,4.03,49030,90,30,4.37,0.11,4.62,0.13,4.62,0.13,4.62,0.13,29.92,5.25,34.8,7.11,34.9,7.15,34.91,7.15,34.91,7.15,0.51,0.0,73.1025,0,-1.981066,30.746992,1373.9,12,0.548952,0.7,992.6,0.2,991,994,-99.2,0.6,-101,-98,48.9,53.2,39,60,335.0,2034.3,218,437,242.6,1522.8,113,315,-865.3,237.4,-892,-831,0.0,100.0,0.0,0.0,0.0,0.0,0,0.213836,0.076598,0.07419,0.038939,0.0,30.0
17:40:53,1669699890,2022-11-29T05:31:30,2022-11-29T07:31:30,0.999,1059.52,31.96,31.34,33.84,31.69,35.07,863.57,860.9,126.716667,35.85,0.9756,657,0,8.774,0.97571,4.03,49019,90,30,4.2,0.03,4.45,0.03,4.45,0.03,4.45,0.03,28.76,1.36,33.46,1.84,33.56,1.85,33.57,1.85,33.57,1.85,0.51,0.0,73.1048,0,-1.981079,30.747046,1371.7,11,0.325362,0.8,992.6,0.2,992,994,-99.1,0.5,-100,-98,49.3,56.8,38,60,352.6,1931.2,280,446,254.2,1210.8,175,315,-861.5,316.5,-892,-813,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214198,0.108092,0.074411,0.038881,0.0,30.0
17:41:23,1669699920,2022-11-29T05:32:00,2022-11-29T07:32:00,0.999,1060.02,31.97,31.34,33.83,31.69,35.03,863.57,860.93,126.816666,35.97,0.9756,657,0,8.775,0.97609,4.03,49007,90,30,4.0,0.02,4.22,0.02,4.22,0.02,4.22,0.02,27.33,1.03,31.8,1.39,31.89,1.4,31.9,1.4,31.9,1.4,0.51,0.0,73.107,0,-1.981078,30.747078,1373.9,11,0.111024,0.8,992.7,0.1,992,994,-99.5,0.5,-101,-98,49.5,49.9,39,59,337.7,2560.7,236,420,243.5,892.1,183,315,-859.2,393.2,-901,-822,0.0,100.0,0.0,0.0,0.0,0.0,0,0.214212,0.158543,0.074269,0.038877,0.0,30.0
17:41:53,1669699950,2022-11-29T05:32:30,2022-11-29T07:32:30,0.999,1060.52,31.97,31.35,33.87,31.69,35.1,863.62,860.98,127.383331,35.95,0.9757,657,0,8.775,0.97571,4.03,48996,90,30,4.34,0.07,4.59,0.08,4.59,0.08,4.59,0.08,29.72,3.48,34.58,4.71,34.67,4.74,34.69,4.74,34.69,4.74,0.52,0.0,73.1092,0,-1.981097,30.747004,1390.6,9,0.25443,1.0,992.8,0.2,992,994,-99.3,0.5,-100,-98,50.1,57.0,38,60,351.6,2362.3,245,437,249.9,1076.7,157,315,-860.3,371.0,-901,-813,0.0,100.0,0.0,0.0,0.0,0.0,0,0.221466,0.217092,0.082308,0.038873,0.0,30.0
